Time_stamp,RPF_Flag,Total_RPF,P_kW,Q_kvar,V1,V2,V3,EnergyCost_USD_per_kWh,P_c_kW,P_d_kW,E_kWh,Pnet_kW,Pmax_kW
07-21 19:00,0,0.0,960.472,-258.932,1.002782265,1.002785096,1.002789052,0.0999,0.0,960.4719999999994,691737.1160099795,5.684341886080801e-13,10834.97424072033
07-21 20:00,0,0.0,763.958,-374.89,1.000414643,1.000415642,1.000419806,0.0999,0.0,763.958,690726.0928520848,0.0,10805.977456530592
07-21 21:00,0,0.0,575.988,-484.873,0.9982037801,0.9982036136,0.9982079853,0.0999,0.0,575.988,689921.9265362953,0.0,10777.680329213861
07-21 22:00,0,0.0,510.21,-519.795,0.997441761,0.9974433848,0.9974475484,0.0481,0.0,11278.018854551765,689315.6233784006,-10767.808854551766,10767.808854551764
07-21 23:00,0,0.0,399.597,-583.9,0.9960753561,0.9960778543,0.996081893,0.0481,0.0,11149.330147931914,677444.0245841355,-10749.733147931915,10749.733147931915
07-22 0:00,0,0.0,198.1259,-693.13,0.9933867636,0.9933850149,0.9933920097,0.0481,0.0,10912.231202724994,665707.8875863125,-10714.105302724995,10714.105302724993
07-22 1:00,0,0.0,123.1731,-725.971,0.9924515811,0.9924501238,0.9924576183,0.0481,0.0,10824.975759051164,654221.3284255493,-10701.802659051164,10701.802659051164
07-22 2:00,0,0.0,198.9022,-682.671,0.9932881283,0.9932890859,0.9932974964,0.0481,0.0,10912.629729597253,642826.6171002323,-10713.727529597252,10713.727529597252
07-22 3:00,0,0.0,253.7913,-651.193,0.993975078,0.9939772431,0.9939866944,0.0481,0.0,10976.91640079987,631339.6384374984,-10723.125100799869,10723.125100799865
07-22 4:00,0,0.0,294.7099,-627.679,0.9946593213,0.9946618195,0.9946721035,0.0481,0.0,11026.645030306983,619784.9895945512,-10731.935130306983,10731.935130306983
07-22 5:00,0,0.0,275.6095,-638.661,0.992192398,0.9922439015,0.992235158,0.0481,0.0,10980.186893607866,608177.9948258069,-10704.577393607866,10704.577393607866
07-22 6:00,0,0.0,249.8965,-653.429,0.9895752942,0.9896974538,0.9896631875,0.0481,0.0,10925.244127416858,596619.9033588513,-10675.347627416857,10675.347627416857
07-22 7:00,0,0.0,422.748,-557.117,0.9905140574,0.9906746052,0.990626724,0.0703,0.0,11113.71487842138,585119.646382623,-10690.96687842138,10690.96687842138
07-22 8:00,1,-14639.09,-14639.09,2909.788,0.9468033821,0.9468417287,0.9468244498,0.0703,14639.09,0.0,573420.9991421795,0.0,9810.627311486478
07-22 9:00,1,-19910.55,-19910.55,6033.63,0.941787263,0.9417979634,0.9417880541,0.0703,19910.55,0.0,587328.1346421795,0.0,8197.802730401047
07-22 10:00,1,-22276.74,-22276.74,8064.05,0.9429397846,0.9429440731,0.9429355377,0.0703,22276.74,0.0,606243.1571421794,0.0,6231.577813769799
07-22 11:00,1,-23752.3,-23752.3,9697.951,0.9558097548,0.9558261593,0.9557978053,0.0703,23752.3,0.0,627406.0601421795,0.0,3558.65353268249
07-22 12:00,1,-24468.4,-24468.4,8894.68,1.008249092,1.008721409,1.008543624,0.0703,24468.4,0.0,649970.7451421795,0.0,6295.444034121987
07-22 13:00,1,-31825.0,-31825.0,-24379.0,0.9807789743,0.9806505277,0.9807905907,0.0703,31825.0,0.0,673215.7251421795,0.0,0.0
07-22 14:00,1,-9067.1,-9067.1,-23575.0,0.9920510443,0.9915793103,0.9915226856,0.0703,9067.1,0.0,703449.4751421795,0.0,0.0
07-22 15:00,1,-14870.47,-14870.47,4405.6,0.9810110941,0.9811228863,0.9810224606,0.0703,14870.47,0.0,712063.2201421795,0.0,9644.133672626927
07-22 16:00,1,-11211.47,-11211.47,1738.5,0.9531388159,0.9531510152,0.9531371921,0.0703,11211.47,0.0,726190.1666421795,0.0,10153.748144695935
07-22 17:00,0,0.0,680.427,-410.455,0.9917411488,0.9918587284,0.991815219,0.0703,0.0,11391.300692949508,736841.0631421795,-10710.873692949508,10710.873692949508
07-22 18:00,0,0.0,808.811,-338.3838,0.9947219,0.9948100431,0.99477815,0.0999,0.0,808.811,724850.2203074958,0.0,10745.624753135146
07-22 19:00,0,0.0,1069.446,-194.2008,1.003780776,1.003783607,1.003789644,0.0999,0.0,1069.446,723998.8403074959,0.0,10847.12136302144
07-22 20:00,0,0.0,899.064,-295.2753,1.001729503,1.001731002,1.001737205,0.0999,0.0,899.064,722873.107675917,0.0,10822.662245560055
07-22 21:00,0,0.0,795.22,-356.5103,1.000496874,1.000498872,1.000505076,0.0999,0.0,795.22,721926.7245180223,0.0,10807.488687551468
07-22 22:00,0,0.0,702.59,-410.901,0.9994137592,0.9994169235,0.9994231272,0.0481,0.0,11496.432673282587,721089.6508338117,-10793.842673282586,10793.842673282586
07-22 23:00,0,0.0,534.108,-505.905,0.997458915,0.9974615797,0.9974680749,0.0481,0.0,11302.763993049724,708988.1427566721,-10768.655993049724,10768.655993049724
07-23 0:00,0,0.0,276.5623,-651.473,0.9944271183,0.9944269934,0.9944344878,0.0481,0.0,11004.56369534429,697090.4964481987,-10728.00139534429,10728.00139534429
07-23 1:00,0,0.0,113.1623,-735.01,0.9924244345,0.992422894,0.992431013,0.0481,0.0,10814.052958416898,685506.7451899415,-10700.890658416898,10700.890658416898
07-23 2:00,0,0.0,97.2186,-744.105,0.9921657511,0.9921647934,0.9921737452,0.0481,0.0,10794.684379227332,674123.5315495026,-10697.465779227332,10697.465779227332
07-23 3:00,0,0.0,74.1933,-757.229,0.9919470797,0.9919457473,0.9919560314,0.0481,0.0,10768.364721084858,662760.705887158,-10694.171421084857,10694.171421084859
07-23 4:00,0,0.0,72.844,-757.998,0.9921676663,0.9921656262,0.9921772009,0.0481,0.0,10769.34335351735,651425.5851281213,-10696.49935351735,10696.49935351735
07-23 5:00,0,0.0,75.0712,-756.729,0.9926214137,0.9926184575,0.9926309899,0.0481,0.0,10776.566830234371,640089.434229682,-10701.49563023437,10701.49563023437
07-23 6:00,0,0.0,148.8768,-714.614,0.9886702977,0.9887893345,0.9887570251,0.0481,0.0,10810.50016025767,628745.6796715405,-10661.62336025767,10661.62336025767
07-23 7:00,0,0.0,470.259,-529.601,0.9910637337,0.9912261551,0.9911788152,0.0703,0.0,11168.57244220099,617366.2058186377,-10698.31344220099,10698.31344220099
07-23 8:00,0,0.0,631.784,-438.898,0.992317597,0.9925048333,0.9924484584,0.0703,0.0,11347.765371149271,605609.8137742156,-10715.981371149272,10715.981371149272
07-23 9:00,0,0.0,240.9228,-665.211,0.9887843382,0.9889656623,0.9889100785,0.0703,0.0,10906.977488361264,593664.7975940586,-10666.054688361264,10666.054688361264
07-23 10:00,1,-7124.8,-7124.8,179.9151,0.9630579294,0.9631562317,0.9631221735,0.0703,7124.8,0.0,582183.7686589415,0.0,10407.172214995098
07-23 11:00,1,-6798.52,-6798.52,200.2787,0.9648448563,0.9649317503,0.964901481,0.0703,6798.52,0.0,588952.3286589416,0.0,10426.116918002654
07-23 12:00,1,-8272.95,-8272.95,807.779,0.9628978396,0.9629352703,0.9629218219,0.0703,8272.95,0.0,595410.9226589416,0.0,10375.600205978159
07-23 13:00,1,-19940.44,-19940.44,7682.03,0.9516253532,0.9515458704,0.9515696861,0.0703,19940.44,0.0,603270.2251589416,0.0,6837.641653609143
07-23 14:00,1,-17836.99,-17836.99,6089.98,0.9524379598,0.9523466941,0.9523737157,0.0703,17836.99,0.0,622213.6431589415,0.0,8298.022313228099
07-23 15:00,1,-14506.12,-14506.12,3981.46,0.9547765199,0.9546992854,0.9547203948,0.0703,14506.120000000003,0.0,639158.7836589415,1.8189894035458565e-12,9519.300792660193
07-23 16:00,1,-10232.06,-10232.06,1959.588,0.9604441149,0.9604226724,0.960423297,0.0703,10232.06,0.0,652939.5976589415,0.0,10193.601396386986
07-23 17:00,1,-5820.31,-5820.31,495.364,0.9695091942,0.9695469579,0.9695265563,0.0703,5820.31,0.0,662660.0546589416,0.0,10466.736898912435
07-23 18:00,0,0.0,1310.158,-59.99,1.002245038,1.002324645,1.002300622,0.0999,0.0,1310.158,668189.3491589415,0.0,10832.095287110242
07-23 19:00,0,0.0,1537.081,66.85344,1.008852812,1.008867634,1.008871173,0.0999,0.0,1537.081,666810.235474731,0.0,10903.473254805205
07-23 20:00,0,0.0,1246.014,-108.92096,1.005587271,1.005597139,1.005602052,0.0999,0.0,1246.014,665192.255474731,0.0,10867.838440975818
07-23 21:00,0,0.0,958.05,-270.56,1.002446722,1.002452592,1.002458713,0.0999,0.0,958.05,663880.6617905204,0.0,10831.062435213815
07-23 22:00,0,0.0,833.806,-343.9786,1.00100887,1.001015032,1.001021277,0.0481,0.0,11647.237253587531,662872.1881063099,-10813.43125358753,10813.43125358753
07-23 23:00,0,0.0,757.148,-385.701,1.000123275,1.000130812,1.000137099,0.0481,0.0,11559.593867006744,650611.9383656915,-10802.445867006745,10802.445867006743
07-24 0:00,0,0.0,476.102,-539.59,0.9972229231,0.9972298346,0.9972347893,0.0481,0.0,11240.568881989115,638443.9448214738,-10764.466881989114,10764.466881989114
07-24 1:00,0,0.0,199.8803,-692.125,0.9938316009,0.9938345154,0.9938402195,0.0481,0.0,10918.887328220948,626611.7670509589,-10719.007028220947,10719.007028220947
07-24 2:00,0,0.0,96.055,-741.441,0.9926150017,0.9926169586,0.9926235371,0.0481,0.0,10798.583268802598,615118.2014423053,-10702.528268802598,10702.528268802598
07-24 3:00,0,0.0,74.5905,-753.672,0.9924111943,0.9924127349,0.9924206457,0.0481,0.0,10774.05620990093,603751.2716856711,-10699.46570990093,10699.46570990093
07-24 4:00,0,0.0,71.3072,-755.542,0.9925867727,0.9925876886,0.9925970983,0.0481,0.0,10772.54339809639,592410.1598857753,-10701.23619809639,10701.23619809639
07-24 5:00,0,0.0,107.0878,-735.149,0.9933842238,0.9933847235,0.9933951741,0.0481,0.0,10818.383425834872,581070.6405193581,-10711.295625834873,10711.295625834873
07-24 6:00,0,0.0,216.1269,-672.801,0.9917015115,0.9917756233,0.9917590106,0.0481,0.0,10913.296795005592,569682.8684921635,-10697.169895005592,10697.169895005592
07-24 7:00,1,-7554.35,-7554.35,358.677,0.9642704066,0.9642611635,0.9642687828,0.0703,7554.35,0.0,558195.1876553155,0.0,10415.557811465318
07-24 8:00,1,-13169.3,-13169.3,2552.259,0.9539990955,0.9539181971,0.9539471756,0.0703,13169.3,0.0,565371.8201553155,0.0,9989.041041530263
07-24 9:00,1,-14162.73,-14162.73,2849.395,0.9515315477,0.9514315384,0.9514657631,0.0703,14162.73,0.0,577882.6551553154,0.0,9880.407953897646
07-24 10:00,1,-6680.57,-6680.57,43.27716,0.9676862523,0.9676541511,0.9676688069,0.0703,6680.57,0.0,591337.2486553155,0.0,10458.313658664905
07-24 11:00,1,-8128.79,-8128.79,382.331,0.9629289416,0.9628899288,0.9629049177,0.0703,8128.79,0.0,597683.7901553155,0.0,10399.88605545353
07-24 12:00,1,-5481.09,-5481.09,-215.7172,0.9698973651,0.9699039019,0.9699026528,0.0703,5481.09,0.0,605406.1406553155,0.0,10480.428046803745
07-24 13:00,1,-5599.03,-5599.03,-201.8187,0.9684090921,0.9684259962,0.968419168,0.0703,5599.03,0.0,610613.1761553155,0.0,10464.61666167554
07-24 14:00,1,-7319.07,-7319.07,144.1409,0.9622419087,0.96224016,0.9622369124,0.0703,7319.07,0.0,615932.2546553154,0.0,10398.854763275263
07-24 15:00,1,-6722.77,-6722.77,14.51179,0.9631875418,0.9631951195,0.9631866258,0.0703,6722.77,0.0,622885.3711553154,0.0,10410.108085090187
07-24 16:00,1,-4862.08,-4862.08,-310.2175,0.9686821399,0.9687062471,0.9686909667,0.0703,4862.08,0.0,629272.0026553154,0.0,10464.916732447295
07-24 17:00,0,0.0,120.8996,-720.591,0.9880354761,0.9881178318,0.988085106,0.0703,0.0,10775.243843949533,633890.9786553155,-10654.344243949532,10654.344243949532
07-24 18:00,0,0.0,294.0068,-624.686,0.9879184794,0.9880350597,0.9879892603,0.0999,0.0,294.0068,622548.616714316,0.0,10659.130605513648
07-24 19:00,0,0.0,620.261,-445.641,0.999691262,0.9996864323,0.9996932189,0.0999,0.0,620.261,622239.1358722108,0.0,10795.413755046613
07-24 20:00,0,0.0,600.258,-457.312,0.9992343503,0.9992319355,0.9992381392,0.0999,0.0,600.258,621586.2295564214,0.0,10790.009041496263
07-24 21:00,0,0.0,596.862,-459.292,0.9990482382,0.9990488627,0.9990546501,0.0999,0.0,596.862,620954.3790301057,0.0,10787.937743243143
07-24 22:00,0,0.0,589.062,-463.841,0.9988483029,0.9988520501,0.9988573378,0.0481,0.0,11374.642213504352,620326.103240632,-10785.580213504352,10785.580213504352
07-24 23:00,0,0.0,547.935,-487.794,0.9982643186,0.9982702309,0.9982753105,0.0481,0.0,11326.140291890864,608352.7956474695,-10778.205291890865,10778.205291890865
07-25 0:00,0,0.0,483.279,-525.361,0.9977176401,0.9977277992,0.9977299643,0.0481,0.0,11253.802971282688,596430.542708637,-10770.523971282688,10770.523971282688
07-25 1:00,0,0.0,493.928,-519.179,0.9977591094,0.9977713087,0.9977733488,0.0481,0.0,11265.200456913692,584584.434317813,-10771.272456913692,10771.272456913694
07-25 2:00,0,0.0,517.054,-505.747,0.9979781555,0.9979918121,0.9979944351,0.0481,0.0,11291.335546877342,572726.3285736933,-10774.281546877342,10774.281546877342
07-25 3:00,0,0.0,579.103,-469.643,0.9987200645,0.9987350534,0.9987385092,0.0481,0.0,11363.044817360016,560840.7122085593,-10783.941817360017,10783.941817360017
07-25 4:00,0,0.0,615.664,-448.323,0.9992603727,0.9992758196,0.9992803163,0.0481,0.0,11406.357884927149,548879.6124008119,-10790.693884927148,10790.693884927148
07-25 5:00,0,0.0,472.98,-531.339,0.99785737,0.997869028,0.9978749819,0.0481,0.0,11244.722752189611,536872.9198903622,-10771.742752189612,10771.742752189612
07-25 6:00,1,-6009.82,-6009.82,-44.52319,0.9662095541,0.9662872466,0.9662622651,0.0481,6009.82,0.0,525036.3696248995,0.0,10442.695086490301
07-25 7:00,1,-10528.16,-10528.16,1356.661,0.9552398435,0.9553218661,0.9552910556,0.0703,10528.16,0.0,530745.6986248995,0.0,10234.704863411844
07-25 8:00,1,-14407.31,-14407.31,3233.08,0.9495218275,0.9495959393,0.9495650455,0.0703,14407.31,0.0,540747.4506248995,0.0,9739.848292061211
07-25 9:00,1,-17972.08,-17972.08,5373.93,0.9456085585,0.9456659326,0.945639369,0.0703,17972.08,0.0,554434.3951248993,0.0,8693.217215979039
07-25 10:00,1,-20255.05,-20255.05,7288.84,0.945615928,0.9456733438,0.94564703,0.0703,20255.05,0.0,571507.8711248994,0.0,7164.187932190422
07-25 11:00,1,-20127.99,-20127.99,7223.07,0.9464684634,0.9464645913,0.9464595117,0.0703,20127.99,0.0,590750.1686248994,0.0,7243.375232724169
07-25 12:00,1,-20474.19,-20474.19,7681.06,0.9489823519,0.9489005375,0.9489223547,0.0703,20474.19,0.0,609871.7591248994,0.0,6795.659719619766
07-25 13:00,1,-19278.76,-19278.76,6748.62,0.9498923448,0.9497850076,0.9498146107,0.0703,19278.76,0.0,629322.2396248993,0.0,7735.112743384338
07-25 14:00,1,-17850.32,-17850.32,5699.54,0.9502450836,0.9501339575,0.9501633524,0.0703,17850.31999999998,0.0,647637.0616248994,-1.8189894035458565e-11,8542.16184527118
07-25 15:00,1,-14737.05,-14737.05,3672.15,0.9519226331,0.9518413599,0.9518592633,0.0703,14737.05,0.0,664594.8656248994,0.0,9609.783650769365
07-25 16:00,1,-10541.84,-10541.84,1643.786,0.9576642982,0.9576229122,0.9576264929,0.0703,10541.84,0.0,678595.0631248994,0.0,10218.61876680821
07-25 17:00,1,-6291.8,-6291.8,243.9511,0.9666926547,0.9666964019,0.966684619,0.0703,6291.8,0.0,688609.8111248994,0.0,10445.076075306848
07-25 18:00,0,0.0,766.451,-363.3089,0.9983088273,0.9983599561,0.9983418862,0.0999,0.0,766.451,694587.0211248994,0.0,10783.60048864257
07-25 19:00,0,0.0,938.329,-272.0486,1.003470713,1.003476418,1.003479041,0.0999,0.0,938.329,693780.2305985836,0.0,10842.095926323893
07-25 20:00,0,0.0,750.668,-382.697,1.001144145,1.001148266,1.001151181,0.0999,0.0,750.668,692792.5158617414,0.0,10813.593181000286
07-25 21:00,0,0.0,598.311,-471.858,0.999260914,0.9992646612,0.9992675757,0.0999,0.0,598.311,692002.3390196362,0.0,10789.696215668271
07-25 22:00,0,0.0,507.306,-521.483,0.9981349144,0.9981400773,0.9981428669,0.0481,0.0,11282.533611371313,691372.5379670046,-10775.227611371312,10775.227611371312
07-25 23:00,0,0.0,380.284,-595.061,0.996514406,0.9965200269,0.9965224418,0.0481,0.0,11134.157609917436,679496.18679714,-10753.873609917437,10753.873609917437
07-26 0:00,0,0.0,209.7179,-686.488,0.9944070914,0.9944129205,0.9944136283,0.0481,0.0,10935.320054472058,667776.0208919639,-10725.602154472059,10725.602154472059
07-26 1:00,0,0.0,166.7638,-701.064,0.9938898078,0.9938967193,0.9938975521,0.0481,0.0,10885.820339199487,656265.1576767301,-10719.056539199486,10719.056539199486
07-26 2:00,0,0.0,212.7983,-674.708,0.9943973486,0.9944061754,0.9944074245,0.0481,0.0,10939.042425456259,644806.3994249412,-10726.244125456258,10726.244125456258
07-26 3:00,0,0.0,296.0967,-626.882,0.9954146787,0.9954252542,0.9954273776,0.0481,0.0,11036.256220571157,633291.6179244609,-10740.159520571156,10740.159520571156
07-26 4:00,0,0.0,329.4018,-607.71,0.9959591922,0.9959698926,0.9959732234,0.0481,0.0,11076.557690906806,621674.5061133334,-10747.155890906806,10747.155890906812
07-26 5:00,0,0.0,307.3661,-620.397,0.9960324712,0.9960418393,0.9960465025,0.0481,0.0,11054.59039511566,610014.9717018525,-10747.22429511566,10747.22429511566
07-26 6:00,0,0.0,270.9746,-641.324,0.9904056377,0.9905422865,0.9905000678,0.0481,0.0,10956.046789983735,598378.5607596255,-10685.072189983735,10685.072189983735
07-26 7:00,1,-5434.84,-5434.84,-101.8547,0.9682547897,0.9683839857,0.9683388524,0.0703,5434.84,0.0,586845.8799280637,0.0,10464.399213254625
07-26 8:00,1,-10563.49,-10563.49,1391.755,0.9556034492,0.9557088712,0.9556671937,0.0703,10563.49,0.0,592008.9779280637,0.0,10233.957763530256
07-26 9:00,1,-14838.23,-14838.23,3266.85,0.9480028689,0.9480802283,0.9480451709,0.0703,14838.23,0.0,602044.2934280637,0.0,9711.254145846668
07-26 10:00,1,-13776.76,-13776.76,2766.002,0.949885808,0.9499812789,0.9499396015,0.0703,13776.759999999995,0.0,616140.6119280638,-5.4569682106375694e-12,9886.730611957808
07-26 11:00,1,-20245.88,-20245.88,7397.82,0.9465937873,0.9466592804,0.9466279703,0.0703,20245.88,0.0,629228.5339280638,0.0,7066.907172272426
07-26 12:00,1,-17857.49,-17857.49,5532.46,0.947048742,0.9471086976,0.9470777622,0.0703,17857.49,0.0,648462.1199280638,0.0,8611.703712334178
07-26 13:00,1,-15537.5,-15537.5,4011.61,0.9484443753,0.9485134908,0.9484782669,0.0703,15537.5,0.0,665426.7354280638,0.0,9433.215667255015
07-26 14:00,1,-13854.17,-13854.17,3071.814,0.9502073615,0.9502723967,0.9502376308,0.0703,13854.17,0.0,680187.3604280638,0.0,9799.670325032617
07-26 15:00,1,-11158.21,-11158.21,1815.808,0.9543115725,0.9543679891,0.9543358462,0.0703,11158.21,0.0,693348.8219280638,0.0,10153.102670795453
07-26 16:00,1,-10315.67,-10315.67,1540.316,0.9562211169,0.9562587973,0.9562321504,0.0703,10315.67,0.0,703949.1214280637,0.0,10219.405124744633
07-26 17:00,1,-5172.86,-5172.86,-9.41959,0.9679219112,0.9680098044,0.9679664199,0.0703,5172.86,0.0,713749.0079280637,0.0,10461.292909647796
07-26 18:00,0,0.0,674.61,-413.877,0.9909013956,0.9910565307,0.9909947015,0.0999,0.0,674.61,718663.2249280637,0.0,10701.659180609242
07-26 19:00,0,0.0,905.806,-287.9817,1.003105151,1.003111604,1.003112645,0.0999,0.0,905.806,717953.10913859,0.0,10837.73203260696
07-26 20:00,0,0.0,756.868,-375.731,1.001215508,1.001221296,1.001222545,0.0999,0.0,756.868,716999.6291385901,0.0,10814.609220293078
07-26 21:00,0,0.0,646.176,-440.58,0.9998317413,0.99983807,0.9998392358,0.0999,0.0,646.176,716202.9259806953,0.0,10797.193294136365
07-26 22:00,0,0.0,546.805,-498.519,0.9985931585,0.9986004864,0.9986014856,0.0481,0.0,11328.077457986652,715522.7407175374,-10781.272457986652,10781.272457986652
07-26 23:00,0,0.0,413.045,-576.125,0.9969188982,0.9969263926,0.9969271005,0.0481,0.0,11172.32772021864,703598.4486564988,-10759.28272021864,10759.28272021864
07-27 0:00,0,0.0,202.4531,-690.651,0.9940371154,0.9940413622,0.9940427779,0.0481,0.0,10923.78100744055,691838.1036878476,-10721.32790744055,10721.327907440545
07-27 1:00,0,0.0,98.3622,-740.125,0.9927811287,0.9927851674,0.9927869578,0.0481,0.0,10802.781343803974,680339.3868379102,-10704.419143803974,10704.419143803974
07-27 2:00,0,0.0,146.7807,-712.487,0.9933139842,0.9933197716,0.9933221864,0.0481,0.0,10858.846779054615,668968.0380549586,-10712.066079054615,10712.066079054615
07-27 3:00,0,0.0,181.8908,-692.409,0.993772478,0.993779223,0.9937826788,0.0481,0.0,10900.239154597373,657537.6730243748,-10718.348354597374,10718.348354597374
07-27 4:00,0,0.0,221.5635,-669.684,0.9944247034,0.9944316982,0.9944364031,0.0481,0.0,10948.41869282999,646063.737072167,-10726.85519282999,10726.85519282999
07-27 5:00,0,0.0,162.7014,-703.387,0.9941338771,0.9941386652,0.9941445358,0.0481,0.0,10884.249326385572,634539.0858165565,-10721.547926385572,10721.547926385572
07-27 6:00,1,-5842.07,-5842.07,-148.7095,0.9682970917,0.9682892641,0.9682942604,0.0481,5842.07,0.0,623081.9812624664,0.0,10464.210879035587
07-27 7:00,1,-10112.35,-10112.35,1355.96,0.9593050833,0.9592792274,0.9592875546,0.0703,10112.35,0.0,628631.9477624664,0.0,10278.835262338414
07-27 8:00,1,-13450.26,-13450.26,2969.192,0.9545374469,0.9544932296,0.9545056371,0.0703,13450.26,0.0,638238.6802624664,0.0,9879.62833319361
07-27 9:00,1,-17595.7,-17595.7,5358.68,0.9494927657,0.949424358,0.9494426361,0.0703,17595.7,0.0,651016.4272624664,0.0,8751.021591384037
07-27 10:00,1,-19689.33,-19689.33,7048.61,0.9494287297,0.9493499547,0.9493716886,0.0703,19689.33,0.0,667732.3422624663,0.0,7456.300997552988
