Time_stamp,RPF_Flag,Total_RPF,P (kW),Q (kvar),V1,V2,V3,EnergyCost_USD_per_kWh
07-14 13:00,1,-19231.52,-19231.52,7422.22,0.9516109472,0.9516206067,0.9516101145,0.0703
07-14 14:00,1,-17356.9,-17356.9,6006.86,0.9509677152,0.9510482805,0.9510104752,0.0703
07-14 15:00,1,-14581.37,-14581.37,4232.19,0.9528548595,0.9529589491,0.9529114842,0.0703
07-14 16:00,1,-9860.37,-9860.37,2055.71,0.9601752723,0.9603073828,0.9602498004,0.0703
07-14 17:00,1,-5939.8,-5939.8,744.428,0.9681685202,0.9683207825,0.9682560387,0.0703
07-14 18:00,0,0,1659.834,144.94656,1.000019019,1.000196055,1.000131852,0.0999
07-14 19:00,0,0,1767.393,210.8081,1.011165849,1.011189831,1.011188499,0.0999
07-14 20:00,0,0,1554.498,80.74259,1.008781531,1.008802057,1.008801849,0.0999
07-14 21:00,0,0,1393.97,-16.5328,1.007057433,1.007076543,1.00707721,0.0999
07-14 22:00,0,0,1307.18,-68.8473,1.006166676,1.006186328,1.006187327,0.0481
07-14 23:00,0,0,1129.682,-175.2291,1.00427874,1.004296935,1.004298684,0.0481
07-15 0:00,0,0,798.41,-361.4502,1.00038454,1.000395074,1.000400986,0.0481
07-15 1:00,0,0,473.1,-541.331,0.9965480478,0.9965537519,0.9965606635,0.0481
07-15 2:00,0,0,372.832,-599.359,0.9952600432,0.9952647064,0.9952725756,0.0481
07-15 3:00,0,0,291.7579,-642.734,0.994290636,0.9942934672,0.9943027104,0.0481
07-15 4:00,0,0,271.0788,-654.626,0.9942521228,0.9942539132,0.9942642805,0.0481
07-15 5:00,0,0,525.67,-507.467,0.9945829612,0.9946432499,0.9946318417,0.0481
07-15 6:00,1,-5039.94,-5039.94,158.0836,0.9715249932,0.9716214634,0.9715925682,0.0481
07-15 7:00,1,-9757.31,-9757.31,1862.591,0.9617209611,0.9618269659,0.9617908677,0.0703
07-15 8:00,1,-13693,-13693,3713.24,0.9554712138,0.955569516,0.9555332928,0.0703
07-15 9:00,1,-17309.16,-17309.16,5800.63,0.9510785914,0.9511618631,0.9511296369,0.0703
07-15 10:00,1,-19611.32,-19611.32,7654.19,0.950656862,0.9507377604,0.9507066585,0.0703
07-15 11:00,1,-19988.53,-19988.53,7837.45,0.9495285725,0.9496045579,0.9495744968,0.0703
07-15 12:00,1,-21090.08,-21090.08,9003.85,0.9509911561,0.9510617289,0.9510331667,0.0703
07-15 13:00,1,-19805.23,-19805.23,7978.98,0.9510675163,0.9511426273,0.9511106094,0.0703
07-15 14:00,1,-17704.37,-17704.37,6300.36,0.9508254039,0.9509123811,0.9508743676,0.0703
07-15 15:00,1,-14444.14,-14444.14,4162.64,0.9529355497,0.9530321032,0.9529898012,0.0703
07-15 16:00,1,-10517.31,-10517.31,2258.057,0.9585850331,0.9586757993,0.9586350378,0.0703
07-15 17:00,1,-6347.86,-6347.86,841.072,0.9687343512,0.9687978043,0.9687674101,0.0703
07-15 18:00,0,0,1729.457,187.5436,1.007446145,1.007528709,1.007506225,0.0999
07-15 19:00,0,0,1869.107,262.7565,1.011947811,1.011971835,1.011972335,0.0999
07-15 20:00,0,0,1629.406,115.858104,1.009306642,1.009326586,1.00932821,0.0999
07-15 21:00,0,0,1444.588,7.0168,1.007315117,1.007332521,1.007335352,0.0999
07-15 22:00,0,0,1314.989,-67.7867,1.005997051,1.006014122,1.006017578,0.0481
07-15 23:00,0,0,1080.023,-198.2811,1.003539329,1.003553569,1.003558232,0.0481
07-16 0:00,0,0,704.884,-409.649,0.9994824167,0.9994911602,0.9994977386,0.0481
07-16 1:00,0,0,393.266,-580.884,0.9957650442,0.9957693327,0.9957769521,0.0481
07-16 2:00,0,0,298.2444,-635.677,0.9945362874,0.9945394101,0.9945479871,0.0481
07-16 3:00,0,0,183.4423,-698.203,0.9932444523,0.9932455349,0.9932555275,0.0481
07-16 4:00,0,0,129.1627,-719.253,0.9929103247,0.9929099084,0.9929211917,0.0481
07-16 5:00,0,0,529.964,-494.936,0.9951266836,0.9951807686,0.9951725247,0.0481
07-16 6:00,1,-6260.12,-6260.12,473.617,0.96867756,0.9687527959,0.9687318531,0.0481
07-16 7:00,1,-10228.24,-10228.24,2018.215,0.9611864819,0.9612652569,0.9612402337,0.0703
07-16 8:00,1,-14187.41,-14187.41,3940.59,0.9550476108,0.9551160185,0.955091953,0.0703
07-16 9:00,1,-17802.13,-17802.13,6018.4,0.9501182192,0.9501792157,0.9501558164,0.0703
07-16 10:00,1,-20102.25,-20102.25,7907.84,0.9503054972,0.9503373486,0.9503247746,0.0703
07-16 11:00,1,-21184.4,-21184.4,8988.91,0.9518243725,0.9518253301,0.9518235398,0.0703
07-16 12:00,1,-21050.58,-21050.58,9024.13,0.952947291,0.9529375899,0.9529385475,0.0703
07-16 13:00,1,-19848.53,-19848.53,8009.06,0.9524187657,0.9524198483,0.952415185,0.0703
07-16 14:00,1,-17516.44,-17516.44,6161.19,0.9517723277,0.9518006401,0.9517847768,0.0703
07-16 15:00,1,-14276.86,-14276.86,4047.79,0.953869275,0.9539103279,0.9538890104,0.0703
07-16 16:00,1,-9938.52,-9938.52,2013.791,0.9603168341,0.9603821191,0.9603513919,0.0703
07-16 17:00,1,-5816.68,-5816.68,696.882,0.969731363,0.9698220458,0.9697824085,0.0703
07-16 18:00,0,0,1704.429,172.2159,1.003376616,1.003511267,1.003466675,0.0999
07-16 19:00,0,0,1885.14,272.6361,1.012384738,1.01240922,1.012410344,0.0999
07-16 20:00,0,0,1718.328,170.18,1.010480731,1.01050309,1.010504797,0.0999
07-16 21:00,0,0,1623.5,112.256413,1.009429468,1.00945191,1.0094542,0.0999
07-16 22:00,0,0,1548.826,66.82944,1.0086433,1.00866645,1.008669114,0.0481
07-16 23:00,0,0,1332.195,-57.4344,1.006384514,1.006404791,1.00640883,0.0481
07-17 0:00,0,0,963.456,-267.3574,1.002788136,1.00280504,1.002808995,0.0481
07-17 1:00,0,0,633.404,-454.795,0.9989062183,0.9989176265,0.9989227061,0.0481
07-17 2:00,0,0,592.044,-468.83,0.998430404,0.9984420204,0.998447891,0.0481
07-17 3:00,0,0,527.963,-506.136,0.9976474004,0.9976579343,0.9976648875,0.0481
07-17 4:00,0,0,476.488,-536.026,0.9971581793,0.9971670894,0.9971754582,0.0481
07-17 5:00,0,0,550.33,-493.124,0.9957773685,0.9958317865,0.9958227932,0.0481
07-17 6:00,1,-4341.67,-4341.67,33.83674,0.9748332935,0.9749192715,0.974895206,0.0481
07-17 7:00,1,-6045.63,-6045.63,711.168,0.9718707788,0.9719936878,0.9719549665,0.0703
07-17 8:00,1,-13354.8,-13354.8,3527.36,0.9567856988,0.9568687623,0.9568391176,0.0703
07-17 9:00,1,-17024.96,-17024.96,5581.27,0.9520485399,0.9521113683,0.9520868448,0.0703
07-17 10:00,1,-19281.33,-19281.33,7365.16,0.9515171,0.9515750571,0.9515520741,0.0703
07-17 11:00,1,-20503.03,-20503.03,8507.22,0.9531675862,0.9531693349,0.9531662955,0.0703
07-17 12:00,1,-20628.83,-20628.83,8803.43,0.9566512151,0.9565766869,0.9566008357,0.0703
07-17 13:00,1,-18968.57,-18968.57,7459.35,0.9554131735,0.955366916,0.9553785741,0.0703
07-17 14:00,1,-16806.54,-16806.54,5779.23,0.9537322515,0.9537483645,0.9537358738,0.0703
07-17 15:00,1,-5450.11,-5450.11,624.552,0.973052279,0.9731428369,0.9731060308,0.0703
07-17 16:00,0,0,1191.818,-124.451327,0.9992940145,0.9994106365,0.999370791,0.0703
07-17 17:00,0,0,864.7,-318.9064,0.9953346546,0.9954428245,0.9954032705,0.0703
07-17 18:00,0,0,1223.294,-105.59191,0.9989792059,0.9990970354,0.999055233,0.0999
07-17 19:00,0,0,1616.879,118.72879,1.010238077,1.010257896,1.010259228,0.0999
07-17 20:00,0,0,1381.047,-24.3348,1.007556022,1.007572218,1.007574633,0.0999
07-17 21:00,0,0,1215.16,-124.10075,1.005682118,1.005696857,1.005699896,0.0999
07-17 22:00,0,0,1083.88,-199.1921,1.004237063,1.004251927,1.004255258,0.0481
07-17 23:00,0,0,892.513,-309.3339,1.002029656,1.002042604,1.002046726,0.0481
07-18 0:00,0,0,531.21,-507.584,0.9982028225,0.9982139809,0.9982159378,0.0481
07-18 1:00,0,0,215.5686,-683.135,0.994357295,0.9943637069,0.994366205,0.0481
07-18 2:00,0,0,185.9849,-700.084,0.9939554675,0.9939623374,0.9939654185,0.0481
07-18 3:00,0,0,133.3968,-720.133,0.9934637066,0.9934697022,0.9934741572,0.0481
07-18 4:00,0,0,98.066,-740.293,0.9932536955,0.9932582754,0.9932644792,0.0481
07-18 5:00,0,0,430.114,-552.857,0.9949617224,0.9950158074,0.9950046906,0.0481
07-18 6:00,1,-5097.27,-5097.27,165.7697,0.9728063361,0.9728865683,0.9728621697,0.0481
07-18 7:00,1,-9501.84,-9501.84,1722.13,0.9634067128,0.9634930239,0.9634631294,0.0703
07-18 8:00,1,-12978.94,-12978.94,3270.49,0.9574628224,0.9575339781,0.9575068315,0.0703
07-18 9:00,1,-16558.72,-16558.72,5117.38,0.95242422,0.9524452877,0.9524342126,0.0703
07-18 10:00,1,-16985.24,-16985.24,5421.74,0.9522581347,0.9522630061,0.9522572187,0.0703
07-18 11:00,1,-19409.24,-19409.24,7382.82,0.9514701348,0.9514888709,0.9514770464,0.0703
07-18 12:00,1,-13414.28,-13414.28,3398.72,0.955838775,0.955900854,0.9558734576,0.0703
07-18 13:00,1,-18121.84,-18121.84,6567.57,0.9527066359,0.9527292858,0.9527131311,0.0703
07-18 14:00,1,-7802.95,-7802.95,1130.043,0.9675577225,0.9675978178,0.9675782073,0.0703
07-18 15:00,0,0,1084.319,-185.3375,1.003595205,1.003641504,1.003629929,0.0703
07-18 16:00,0,0,1103.254,-174.0501,1.000768381,1.000853068,1.000823923,0.0703
07-18 17:00,0,0,964.256,-256.6888,0.9988941023,0.9989751673,0.9989457307,0.0703
07-18 18:00,0,0,1220.249,-104.1052,1.005744322,1.005775257,1.005769137,0.0999
07-18 19:00,0,0,1547.161,79.6147,1.009862231,1.009883132,1.009882424,0.0999
07-18 20:00,0,0,1383.389,-19.5774,1.007914756,1.007933867,1.007933784,0.0999
07-18 21:00,0,0,1227.323,-113.45535,1.00614057,1.006158557,1.006159139,0.0999
07-18 22:00,0,0,1143.335,-163.7194,1.00517237,1.005191273,1.005191856,0.0481
07-18 23:00,0,0,971.937,-262.3314,1.003261951,1.00327973,1.003280854,0.0481
07-19 0:00,0,0,649.49,-445.4,0.9995315469,0.9995461195,0.9995462444,0.0481
07-19 1:00,0,0,352.1199,-607.96,0.9959797186,0.9959900027,0.9959906272,0.0481
07-19 2:00,0,0,295.0344,-640.849,0.9952421814,0.9952524238,0.995253548,0.0481
07-19 3:00,0,0,298.6782,-638.752,0.9953113385,0.9953218724,0.9953239958,0.0481
07-19 4:00,0,0,335.0094,-617.827,0.9958935324,0.9959043161,0.995907647,0.0481
07-19 5:00,0,0,398.601,-581.121,0.9949957389,0.995042371,0.9950326699,0.0481
07-19 6:00,0,0,656.748,-431.057,0.9952443881,0.9953627172,0.9953276598,0.0481
07-19 7:00,1,-8226,-8226,1328.634,0.9663716424,0.9664797707,0.9664411743,0.0703
07-19 8:00,1,-6003.38,-6003.38,842.066,0.9732924761,0.9734486105,0.9733937345,0.0703
07-19 9:00,1,-16095.45,-16095.45,4896.96,0.9523232947,0.9523980311,0.9523656384,0.0703
07-19 10:00,1,-18410.21,-18410.21,6629.8,0.9515416235,0.9516055346,0.9515767642,0.0703
07-19 11:00,1,-19905.47,-19905.47,8016.13,0.9524520744,0.9525242709,0.9524922113,0.0703
07-19 12:00,1,-19946.83,-19946.83,8208.96,0.9533685624,0.9534286013,0.9533997893,0.0703
07-19 13:00,1,-18841.6,-18841.6,7294.69,0.9541969074,0.9541951171,0.9541867899,0.0703
07-19 14:00,1,-17232.4,-17232.4,5522.78,0.9515805531,0.9515297157,0.951536544,0.0703
07-19 15:00,1,-5004.46,-5004.46,12.66081,0.972232053,0.9722563267,0.9722402969,0.0703
07-19 16:00,0,0,678.786,-411.424,0.9987834342,0.9988195741,0.9988070418,0.0703
07-19 17:00,0,0,516.993,-505.785,0.9973370469,0.9973602381,0.9973514945,0.0703
07-19 18:00,0,0,785.221,-352.2661,0.9988866078,0.998934614,0.998917002,0.0999
07-19 19:00,0,0,1224.333,-101.65745,1.00651829,1.006532446,1.006531905,0.0999
07-19 20:00,0,0,1134.43,-155.4551,1.005323716,1.005338247,1.005337748,0.0999
07-19 21:00,0,0,1071.741,-192.8389,1.004539505,1.004555327,1.004554911,0.0999
07-19 22:00,0,0,975.892,-249.7901,1.003437488,1.003453976,1.003453643,0.0481
07-19 23:00,0,0,802.034,-352.5015,1.001426394,1.001441882,1.001441799,0.0481
07-20 0:00,0,0,502.638,-524.193,0.9976058479,0.9976162152,0.9976172144,0.0481
07-20 1:00,0,0,251.2528,-662.662,0.9945302502,0.9945371202,0.9945387439,0.0481
07-20 2:00,0,0,205.708,-688.786,0.9939298615,0.9939368563,0.9939391046,0.0481
07-20 3:00,0,0,203.8947,-689.825,0.9939474318,0.9939546764,0.9939580073,0.0481
07-20 4:00,0,0,206.2317,-688.486,0.9941682266,0.99417493,0.9941796349,0.0481
07-20 5:00,0,0,247.6327,-664.739,0.9930922733,0.9931352832,0.9931265396,0.0481
07-20 6:00,0,0,325.2655,-620.094,0.9926752904,0.9927597696,0.9927363702,0.0481
07-20 7:00,0,0,915.872,-282.0176,0.997507046,0.9976453603,0.9976035995,0.0703
07-20 8:00,1,-6648.39,-6648.39,598.623,0.9684910314,0.9686102764,0.968567683,0.0703
07-20 9:00,1,-7686.02,-7686.02,627.361,0.9640748848,0.9641796405,0.964140253,0.0703
07-20 10:00,1,-11847.22,-11847.22,2181.906,0.9553094586,0.9553788239,0.9553489294,0.0703
07-20 11:00,1,-18975.65,-18975.65,6673.71,0.9485990524,0.9486292384,0.948611335,0.0703
07-20 12:00,1,-20152.21,-20152.21,7790.73,0.9497554045,0.9497690194,0.9497564454,0.0703
07-20 13:00,1,-19301.81,-19301.81,7051.13,0.9503714067,0.9503263151,0.9503328936,0.0703
07-20 14:00,1,-17459.14,-17459.14,5659.98,0.9504919841,0.9504519304,0.950455178,0.0703
07-20 15:00,1,-14802.23,-14802.23,3861.32,0.9505866224,0.9505966566,0.9505806268,0.0703
07-20 16:00,1,-7510.92,-7510.92,719.396,0.9631727194,0.9632316758,0.9631995329,0.0703
07-20 17:00,0,0,721.974,-389.409,0.9924798102,0.9926113378,0.9925596261,0.0703
07-20 18:00,0,0,882.495,-298.1929,0.9933058236,0.9934489676,0.9933926343,0.0999
07-20 19:00,0,0,1139.865,-155.4923,1.005152801,1.005163085,1.00516371,0.0999
07-20 20:00,0,0,955.494,-265.1822,1.002935277,1.00294377,1.002944811,0.0999
07-20 21:00,0,0,767.303,-376.239,1.000753142,1.000760345,1.000761636,0.0999
07-20 22:00,0,0,636.588,-452.846,0.9992160722,0.9992236083,0.999224899,0.0481
07-20 23:00,0,0,448.331,-555.693,0.997046054,0.9970527574,0.9970540898,0.0481
07-21 0:00,0,0,218.5164,-681.444,0.9938388872,0.9938400113,0.9938443831,0.0481
07-21 1:00,0,0,77.2813,-752.139,0.992120368,0.9921205762,0.9921253643,0.0481
07-21 2:00,0,0,92.1476,-743.668,0.9922448592,0.9922461082,0.9922517291,0.0481
07-21 3:00,0,0,161.4482,-704.104,0.9931142154,0.9931170467,0.9931237917,0.0481
07-21 4:00,0,0,216.2989,-672.702,0.9939665426,0.9939699151,0.9939776178,0.0481
07-21 5:00,0,0,214.1398,-673.94,0.9917608426,0.9918138033,0.9918026866,0.0481
07-21 6:00,1,-5496.15,-5496.15,-211.4837,0.9665840685,0.9666596375,0.9666354887,0.0481
07-21 7:00,1,-10308.52,-10308.52,1310.338,0.9552440903,0.9553246973,0.9552942199,0.0703
07-21 8:00,1,-14184.96,-14184.96,3163.801,0.949473863,0.9495520135,0.9495192877,0.0703
07-21 9:00,1,-17514.57,-17514.57,5106.13,0.9454861491,0.9455504765,0.9455212897,0.0703
07-21 10:00,1,-20380.01,-20380.01,7501,0.9455498519,0.9456136797,0.945585742,0.0703
07-21 11:00,1,-21551.06,-21551.06,8701.12,0.9466085263,0.9466746024,0.9466461235,0.0703
07-21 12:00,1,-21270.59,-21270.59,8532.09,0.9469340353,0.9470066898,0.9469745886,0.0703
07-21 13:00,1,-20459.87,-20459.87,7854.94,0.9468538031,0.9469180472,0.9468870701,0.0703
07-21 14:00,1,-17575.4,-17575.4,5492.76,0.9463555054,0.9464268692,0.9463913955,0.0703
07-21 15:00,1,-14956.17,-14956.17,3784.07,0.9480568289,0.9481530077,0.9481074581,0.0703
07-21 16:00,1,-10956.3,-10956.3,1799.085,0.9530793599,0.9531935254,0.9531409809,0.0703
07-21 17:00,1,-6655.32,-6655.32,323.9852,0.9616316939,0.9617637211,0.9617049729,0.0703
07-21 18:00,0,0,774.791,-358.4085,0.9904774179,0.990640214,0.9905774272,0.0999
07-21 19:00,0,0,960.472,-258.932,1.002782265,1.002785096,1.002789052,0.0999
07-21 20:00,0,0,763.958,-374.89,1.000414643,1.000415642,1.000419806,0.0999
07-21 21:00,0,0,575.988,-484.873,0.9982037801,0.9982036136,0.9982079853,0.0999
07-21 22:00,0,0,510.21,-519.795,0.997441761,0.9974433848,0.9974475484,0.0481
07-21 23:00,0,0,399.597,-583.9,0.9960753561,0.9960778543,0.996081893,0.0481
07-22 0:00,0,0,198.1259,-693.13,0.9933867636,0.9933850149,0.9933920097,0.0481
07-22 1:00,0,0,123.1731,-725.971,0.9924515811,0.9924501238,0.9924576183,0.0481
07-22 2:00,0,0,198.9022,-682.671,0.9932881283,0.9932890859,0.9932974964,0.0481
07-22 3:00,0,0,253.7913,-651.193,0.993975078,0.9939772431,0.9939866944,0.0481
07-22 4:00,0,0,294.7099,-627.679,0.9946593213,0.9946618195,0.9946721035,0.0481
07-22 5:00,0,0,275.6095,-638.661,0.992192398,0.9922439015,0.992235158,0.0481
07-22 6:00,0,0,249.8965,-653.429,0.9895752942,0.9896974538,0.9896631875,0.0481
07-22 7:00,0,0,422.748,-557.117,0.9905140574,0.9906746052,0.990626724,0.0703
07-22 8:00,1,-14639.09,-14639.09,2909.788,0.9468033821,0.9468417287,0.9468244498,0.0703
07-22 9:00,1,-19910.55,-19910.55,6033.63,0.941787263,0.9417979634,0.9417880541,0.0703
07-22 10:00,1,-22276.74,-22276.74,8064.05,0.9429397846,0.9429440731,0.9429355377,0.0703
07-22 11:00,1,-23752.3,-23752.3,9697.951,0.9558097548,0.9558261593,0.9557978053,0.0703
07-22 12:00,1,-24468.4,-24468.4,8894.68,1.008249092,1.008721409,1.008543624,0.0703
07-22 13:00,1,-31825,-31825,-24379,0.9807789743,0.9806505277,0.9807905907,0.0703
07-22 14:00,1,-9067.1,-9067.1,-23575,0.9920510443,0.9915793103,0.9915226856,0.0703
07-22 15:00,1,-14870.47,-14870.47,4405.6,0.9810110941,0.9811228863,0.9810224606,0.0703
07-22 16:00,1,-11211.47,-11211.47,1738.5,0.9531388159,0.9531510152,0.9531371921,0.0703
07-22 17:00,0,0,680.427,-410.455,0.9917411488,0.9918587284,0.991815219,0.0703
07-22 18:00,0,0,808.811,-338.3838,0.9947219,0.9948100431,0.99477815,0.0999
07-22 19:00,0,0,1069.446,-194.2008,1.003780776,1.003783607,1.003789644,0.0999
07-22 20:00,0,0,899.064,-295.2753,1.001729503,1.001731002,1.001737205,0.0999
07-22 21:00,0,0,795.22,-356.5103,1.000496874,1.000498872,1.000505076,0.0999
07-22 22:00,0,0,702.59,-410.901,0.9994137592,0.9994169235,0.9994231272,0.0481
07-22 23:00,0,0,534.108,-505.905,0.997458915,0.9974615797,0.9974680749,0.0481
07-23 0:00,0,0,276.5623,-651.473,0.9944271183,0.9944269934,0.9944344878,0.0481
07-23 1:00,0,0,113.1623,-735.01,0.9924244345,0.992422894,0.992431013,0.0481
07-23 2:00,0,0,97.2186,-744.105,0.9921657511,0.9921647934,0.9921737452,0.0481
07-23 3:00,0,0,74.1933,-757.229,0.9919470797,0.9919457473,0.9919560314,0.0481
07-23 4:00,0,0,72.844,-757.998,0.9921676663,0.9921656262,0.9921772009,0.0481
07-23 5:00,0,0,75.0712,-756.729,0.9926214137,0.9926184575,0.9926309899,0.0481
07-23 6:00,0,0,148.8768,-714.614,0.9886702977,0.9887893345,0.9887570251,0.0481
07-23 7:00,0,0,470.259,-529.601,0.9910637337,0.9912261551,0.9911788152,0.0703
07-23 8:00,0,0,631.784,-438.898,0.992317597,0.9925048333,0.9924484584,0.0703
07-23 9:00,0,0,240.9228,-665.211,0.9887843382,0.9889656623,0.9889100785,0.0703
07-23 10:00,1,-7124.8,-7124.8,179.9151,0.9630579294,0.9631562317,0.9631221735,0.0703
07-23 11:00,1,-6798.52,-6798.52,200.2787,0.9648448563,0.9649317503,0.964901481,0.0703
07-23 12:00,1,-8272.95,-8272.95,807.779,0.9628978396,0.9629352703,0.9629218219,0.0703
07-23 13:00,1,-19940.44,-19940.44,7682.03,0.9516253532,0.9515458704,0.9515696861,0.0703
07-23 14:00,1,-17836.99,-17836.99,6089.98,0.9524379598,0.9523466941,0.9523737157,0.0703
07-23 15:00,1,-14506.12,-14506.12,3981.46,0.9547765199,0.9546992854,0.9547203948,0.0703
07-23 16:00,1,-10232.06,-10232.06,1959.588,0.9604441149,0.9604226724,0.960423297,0.0703
07-23 17:00,1,-5820.31,-5820.31,495.364,0.9695091942,0.9695469579,0.9695265563,0.0703
07-23 18:00,0,0,1310.158,-59.99,1.002245038,1.002324645,1.002300622,0.0999
07-23 19:00,0,0,1537.081,66.85344,1.008852812,1.008867634,1.008871173,0.0999
07-23 20:00,0,0,1246.014,-108.92096,1.005587271,1.005597139,1.005602052,0.0999
07-23 21:00,0,0,958.05,-270.56,1.002446722,1.002452592,1.002458713,0.0999
07-23 22:00,0,0,833.806,-343.9786,1.00100887,1.001015032,1.001021277,0.0481
07-23 23:00,0,0,757.148,-385.701,1.000123275,1.000130812,1.000137099,0.0481
07-24 0:00,0,0,476.102,-539.59,0.9972229231,0.9972298346,0.9972347893,0.0481
07-24 1:00,0,0,199.8803,-692.125,0.9938316009,0.9938345154,0.9938402195,0.0481
07-24 2:00,0,0,96.055,-741.441,0.9926150017,0.9926169586,0.9926235371,0.0481
07-24 3:00,0,0,74.5905,-753.672,0.9924111943,0.9924127349,0.9924206457,0.0481
07-24 4:00,0,0,71.3072,-755.542,0.9925867727,0.9925876886,0.9925970983,0.0481
07-24 5:00,0,0,107.0878,-735.149,0.9933842238,0.9933847235,0.9933951741,0.0481
07-24 6:00,0,0,216.1269,-672.801,0.9917015115,0.9917756233,0.9917590106,0.0481
07-24 7:00,1,-7554.35,-7554.35,358.677,0.9642704066,0.9642611635,0.9642687828,0.0703
07-24 8:00,1,-13169.3,-13169.3,2552.259,0.9539990955,0.9539181971,0.9539471756,0.0703
07-24 9:00,1,-14162.73,-14162.73,2849.395,0.9515315477,0.9514315384,0.9514657631,0.0703
07-24 10:00,1,-6680.57,-6680.57,43.27716,0.9676862523,0.9676541511,0.9676688069,0.0703
07-24 11:00,1,-8128.79,-8128.79,382.331,0.9629289416,0.9628899288,0.9629049177,0.0703
07-24 12:00,1,-5481.09,-5481.09,-215.7172,0.9698973651,0.9699039019,0.9699026528,0.0703
07-24 13:00,1,-5599.03,-5599.03,-201.8187,0.9684090921,0.9684259962,0.968419168,0.0703
07-24 14:00,1,-7319.07,-7319.07,144.1409,0.9622419087,0.96224016,0.9622369124,0.0703
07-24 15:00,1,-6722.77,-6722.77,14.51179,0.9631875418,0.9631951195,0.9631866258,0.0703
07-24 16:00,1,-4862.08,-4862.08,-310.2175,0.9686821399,0.9687062471,0.9686909667,0.0703
07-24 17:00,0,0,120.8996,-720.591,0.9880354761,0.9881178318,0.988085106,0.0703
07-24 18:00,0,0,294.0068,-624.686,0.9879184794,0.9880350597,0.9879892603,0.0999
07-24 19:00,0,0,620.261,-445.641,0.999691262,0.9996864323,0.9996932189,0.0999
07-24 20:00,0,0,600.258,-457.312,0.9992343503,0.9992319355,0.9992381392,0.0999
07-24 21:00,0,0,596.862,-459.292,0.9990482382,0.9990488627,0.9990546501,0.0999
07-24 22:00,0,0,589.062,-463.841,0.9988483029,0.9988520501,0.9988573378,0.0481
07-24 23:00,0,0,547.935,-487.794,0.9982643186,0.9982702309,0.9982753105,0.0481
07-25 0:00,0,0,483.279,-525.361,0.9977176401,0.9977277992,0.9977299643,0.0481
07-25 1:00,0,0,493.928,-519.179,0.9977591094,0.9977713087,0.9977733488,0.0481
07-25 2:00,0,0,517.054,-505.747,0.9979781555,0.9979918121,0.9979944351,0.0481
07-25 3:00,0,0,579.103,-469.643,0.9987200645,0.9987350534,0.9987385092,0.0481
07-25 4:00,0,0,615.664,-448.323,0.9992603727,0.9992758196,0.9992803163,0.0481
07-25 5:00,0,0,472.98,-531.339,0.99785737,0.997869028,0.9978749819,0.0481
07-25 6:00,1,-6009.82,-6009.82,-44.52319,0.9662095541,0.9662872466,0.9662622651,0.0481
07-25 7:00,1,-10528.16,-10528.16,1356.661,0.9552398435,0.9553218661,0.9552910556,0.0703
07-25 8:00,1,-14407.31,-14407.31,3233.08,0.9495218275,0.9495959393,0.9495650455,0.0703
07-25 9:00,1,-17972.08,-17972.08,5373.93,0.9456085585,0.9456659326,0.945639369,0.0703
07-25 10:00,1,-20255.05,-20255.05,7288.84,0.945615928,0.9456733438,0.94564703,0.0703
07-25 11:00,1,-20127.99,-20127.99,7223.07,0.9464684634,0.9464645913,0.9464595117,0.0703
